Date,Open,High,Low,Close,Adj Close,Volume
1/08/2024,42.83000183,42.91999817,42.33000183,42.49000168,41.2911377,7112335
2/08/2024,41.50999832,41.97999954,41.45000076,41.97999954,40.79552841,9014754
5/08/2024,41.15000153,41.86999893,41,41.11000061,39.95007324,9434809
6/08/2024,41.09999847,41.52999878,41.04999924,41.25999832,40.09584045,10495681
7/08/2024,41.02000046,41.27999878,40.88000107,41.02000046,39.86261368,7249147
8/08/2024,40.56999969,40.59000015,40.06000137,40.20999908,39.07546616,7985004
9/08/2024,40.65000153,41.02000046,40.31999969,40.86000061,39.70713043,7895708
12/08/2024,40.86999893,40.93999863,40.40999985,40.63999939,39.49333572,4248347
13/08/2024,40.63999939,41,40.58000183,40.75,39.60023117,6039761
14/08/2024,40.45000076,40.68000031,39.56000137,39.61999893,38.50211334,10698192
15/08/2024,39.31000137,39.43000031,38.75999832,39.20999908,38.10368347,12352694
16/08/2024,40.06999969,40.25,39.66999817,40.00999832,38.88111115,11695311
19/08/2024,39.90000153,40.04999924,39.61000061,39.72999954,38.6090126,6156130
20/08/2024,40.20999908,40.33000183,39.93999863,40.25,39.11433792,5820593
21/08/2024,39.90000153,40.90000153,39.83000183,40.88000107,39.72656631,9386197
22/08/2024,41.13000107,41.24000168,40.86000061,40.93999863,39.78487015,6390982
23/08/2024,40.68000031,40.79000092,40.52999878,40.66999817,39.52248764,5786729
26/08/2024,40.83000183,41.02999878,40.70000076,40.84000015,39.68769073,5951917
27/08/2024,41.90999985,41.93000031,41.34999847,41.34999847,40.18330002,7708889
28/08/2024,40.86999893,41.18999863,40.5,40.75999832,39.6099472,10748562
29/08/2024,40.18000031,40.52999878,40.11999893,40.52999878,39.38643646,9420254
30/08/2024,40.70000076,40.90000153,40.45000076,40.77000046,39.61966705,13243753
2/09/2024,40.72000122,40.75999832,40.25,40.33000183,39.19208527,4541942
3/09/2024,40.20000076,40.34999847,39.63000107,39.63000107,38.51183319,8507301
4/09/2024,38.88000107,39.09000015,38.63000107,38.63999939,37.54976654,9726696
5/09/2024,39.00999832,39.18999863,38.79999924,38.90999985,37.81214905,8452372
6/09/2024,39,39.06999969,38.27999878,38.45000076,37.36512756,8359748
9/09/2024,38.59000015,38.83000183,38.33000183,38.75999832,37.66637802,7627507
10/09/2024,38.99000168,39.11999893,38.65999985,38.65999985,37.56920242,7049076
11/09/2024,38.75,39.38999939,38.70999908,39.34000015,38.2300148,9266380
12/09/2024,38.65000153,38.86000061,38.45500183,38.81000137,38.81000137,10485994
13/09/2024,39.18999863,39.86500168,39.09999847,39.59999847,39.59999847,9514813
16/09/2024,39.75,39.79999924,39.52000046,39.54999924,39.54999924,6593222
17/09/2024,39.63999939,39.72999954,39.5,39.54999924,39.54999924,6834242
18/09/2024,39.54999924,39.90999985,39.02000046,39.18999863,39.18999863,5265271
19/09/2024,40,40.29000092,39.20000076,40.18999863,40.18999863,13305298
20/09/2024,40.66999817,40.83000183,40.13000107,40.34000015,40.34000015,15808676
23/09/2024,39.5,39.90000153,39.40999985,39.81000137,39.81000137,5167820
24/09/2024,39.99000168,41.43000031,39.90000153,41.11999893,41.11999893,11460753
25/09/2024,41.88000107,42.70000076,41.84000015,42.70000076,42.70000076,14594112
26/09/2024,42.59000015,43.56000137,42.45000076,43.36000061,43.36000061,13898957
27/09/2024,44.34999847,44.86000061,44.27000046,44.74000168,44.74000168,15160689
30/09/2024,45.5,46.22999954,45.31999969,45.95999908,45.95999908,16710510
1/10/2024,45.20000076,45.36999893,44.54999924,44.63999939,44.63999939,11765854
2/10/2024,45.04999924,45.47000122,44.77999878,45.06000137,45.06000137,7781903
3/10/2024,45.45000076,45.74000168,45.13999939,45.36999893,45.36999893,7389168
4/10/2024,44.50999832,44.65000153,43.97000122,44.58000183,44.58000183,9661654
6/10/2024,44.84000015,44.97000122,44.63999939,44.86000061,44.86000061,6059458
7/10/2024,44.90000153,45.60499954,43.34000015,43.79000092,43.79000092,12502297
8/10/2024,43.31000137,43.59000015,42.79999924,43.27999878,43.27999878,8605304
9/10/2024,43.27999878,44.06000137,43.25,43.90000153,43.90000153,8307883
10/10/2024,43.75,43.81999969,43.43000031,43.43000031,43.43000031,6467361
13/10/2024,43.45999908,44.41999817,43.33000183,43.79999924,43.79999924,6157139
14/10/2024,44.36999893,44.38999939,44.00999832,44.00999832,44.00999832,5035230
15/10/2024,43.40000153,43.63000107,43.29000092,43.54000092,43.54000092,7367947
16/10/2024,43.54999924,43.84999847,42.79999924,42.99000168,42.99000168,11161569
17/10/2024,42.33000183,42.5,41.93999863,42.06000137,42.06000137,15048688
20/10/2024,42.70000076,42.875,42.43000031,42.63999939,42.63999939,7184217
21/10/2024,42.31000137,42.45000076,42.06000137,42.13999939,42.13999939,7264019
22/10/2024,42.31000137,42.75,42.22000122,42.43000031,42.43000031,5849530
23/10/2024,42.20999908,42.29000092,42,42.25,42.25,6050892
24/10/2024,42.25,42.54000092,42.13999939,42.38999939,42.38999939,5862759
27/10/2024,42.74000168,43.15999985,42.65000153,42.95999908,42.95999908,4882222
28/10/2024,43.25999832,43.38999939,43.04000092,43.04000092,43.04000092,7716405
29/10/2024,43.40000153,43.84999847,43.00999832,43.11000061,43.11000061,6098557
30/10/2024,43.18000031,43.18999863,42.45999908,42.63999939,42.63999939,9452917
31/10/2024,42.25,42.97000122,42.13999939,42.77999878,42.77999878,5415715
3/11/2024,42.77000046,42.90999985,42.51499939,42.59999847,42.59999847,3707285
4/11/2024,42.79000092,42.93999863,42.38999939,42.63000107,42.63000107,4347447
5/11/2024,42.95000076,43.20000076,42.16999817,42.59999847,42.59999847,5355349
